"OBJECTID","CNN","STREETNAME","FROM_ST","TO_ST","FACILITY_T","DIRECT","SURFACE_TR","BARRIER","NOTES","DIR","DOUBLE","FY","QTR","STREET_","LENGTH","NUMBER_","INSTALL_MO","UPDATE_YR","UPDATE_MO","INSTALL_YR","GLOBALID","SYMBOLOGY","SHARROW","BUFFERED","RAISED","CONTRAFLOW","GREENWAVE","BIAP","SM_SWEEPER","shape","RECOMMENDATION"
"4373","780000","17TH ST","RHODE ISLAND ST","DE HARO ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","2,017","3","17th St","0.05295381","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.401598999 37.764839237, -122.402563397 37.764781034)","3"
"5223","7530201","JOHN F KENNEDY DR","STANYAN ST","UNNAMED #133","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","0","0","John F Kennedy Dr","0.05766187","330",,"2,021","1","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.453979523 37.771428395, -122.454932132 37.771071719)","3"
"3495","12674000","TRANSVERSE DR","OVERLOOK DR","JOHN F KENNEDY DR","CLASS IV","2W",,"CONCRETE",,"S","1","0","0","Transverse Dr","0.04879575","75",,"2,023",,"0",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.479463554 37.769876967, -122.479895428 37.770495879)","3"
"112","10557000","POLK ST","ELLIS ST","OLIVE ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","0","0","Polk St","0.03290798","25",,"2,019","5","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419364168 37.784029116, -122.419454542 37.784500844)","3"
"3407","12722000","TURK ST","POLK ST","LARKIN ST","CLASS IV","1W","GREEN PAINT; GREEN-BACKED SHARROWS","PARKING; SAFE-HIT POSTS",,"W","0",,,"Turk St","0.0917052",,"4","2,018","11","2018",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.41733888 37.782378944, -122.418993274 37.782169271)","3"
"2138","181000","3RD ST","KING ST","BERRY ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","0","0","3rd St","0.05575069","61",,"2,024","3","2010",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.391840525 37.778125698, -122.391121418 37.777553277)","3"
"1694","300003","5TH ST","SCOTT ALY","CLARA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","5th St","0.01100071","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.402519165 37.779571843, -122.402377492 37.779458716)","3"
"826","379000","07TH ST","BERRY ST","CHANNEL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0",,,"7th St","0.07600035","20",,"2,019","7","1998",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.400022816 37.770515108, -122.399045712 37.769732331)","3"
"12175","8048201","LAKE MERCED BLVD","WINSTON DR","FONT BLVD","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"N","1","0","0","Lake Merced Blvd","0.21857308","885","3",,,"2024",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.483864395 37.727019523, -122.485075178 37.723999727)","3"
"2861","13064000","VALENCIA ST","18TH ST","19TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.11064","45",,"2,025","5","1986",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421578401 37.761700909, -122.421425212 37.760101293)","3"
"8025","11366000","SAN BRUNO AVE","PERASTO AVE","HUNTER ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S",,,,"San Bruno Ave","0.03303625",,"1",,,"2021",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.407669225 37.735570384, -122.407284794 37.735201275)","1"
"3213","778000","17TH ST","CAROLINA ST","WISCONSIN ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","2,017","3","17th St","0.05331797","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.399662287 37.764956094, -122.40063332 37.764897507)","3"
"1437","12890000","FELL ST","SHRADER ST","STANYAN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Fell St","0.10106285","30",,"2,017","4","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.453979437 37.771428411, -122.453872378 37.771578017, -122.453442355 37.771755754, -122.452436884 37.772189682)","3"
"767","8752201","MARKET ST","LEAVENWORTH ST","HAYES ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,,"1","0","0","Market St","0.09093908","2",,"2,011","5","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.414741222 37.77871943, -122.415925978 37.777795113)","3"
"3828","5340000","EVANS AVE","TOLAND ST","MARIN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","Evans Ave","0.08418142","60",,"2,022","10","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.396008614 37.747262349, -122.396186171 37.747384961, -122.396647357 37.748351675)","2"
"11207","2757000","BATTERY ST","COMMERCIAL ST","CLAY ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"N","0","0","0","Battery St","0.03060006","11",,"2,023","1","2010",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.400239374 37.794575242, -122.400329333 37.79501315)","3"
"12168","8042000","LAKE MERCED BLVD","SKYLINE BLVD","BERKSHIRE WY","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","Lake Merced Blvd","0.06168489","95","3",,,"2024",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.499058976 37.731576071, -122.498229795 37.731376239, -122.498001637 37.731277833)","3"
"2465","12663000","TOWNSEND ST","4TH ST","5TH ST","CLASS IV","2W","GREEN PAINT","CONCRETE",,"E","1","0","0","Townsend St","0.17180951","30",,"2,020","3","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.394981481 37.777089332, -122.397206309 37.775332244)","3"
"3978","5450000","FELL ST","SCOTT ST","DIVISADERO ST","CLASS IV","1W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","Fell St","0.09263314","30",,"2,017","1","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.435940328 37.774276678, -122.437610624 37.774061647)","3"
"4153","183000","3RD ST","CHANNEL ST","TERRY FRANCOIS ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","3rd St","0.03173357","19",,"2,020","7","2010",,"SEPARATED BIKEWAY","1","NO","NO","YES","NO","NO","NO","LINESTRING (-122.390214567 37.776723442, -122.390048511 37.776499855, -122.39002504 37.776300145)","3"
"4050","296000","5TH ST","HOWARD ST","TEHAMA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.0411258","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.404933347 37.781499509, -122.404403682 37.781076597)","3"
"1244","295000","5TH ST","NATOMA ST","HOWARD ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04137863","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405466275 37.781925018, -122.404933347 37.781499509)","3"
"806","379000","07TH ST","BERRY ST","CHANNEL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1",,,"7th St","0.07600035","170",,"2,019","7","1998",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.400022816 37.770515108, -122.399045712 37.769732331)","3"
"5220","2801102","BAYSHORE BLVD","WATERLOO ST","MARENGO ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","Bayshore Blvd","0.05374694","25",,"2,023","9","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.407002359 37.739245894, -122.407011866 37.739099392, -122.407014844 37.738887667, -122.406990758 37.738467226)","3"
"115","10561000","POLK ST","GEARY ST","CEDAR ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","0","0","Polk St","0.03255474","16",,"2,019","5","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419738735 37.785892901, -122.419833091 37.786358951)","3"
"2974","10611101","PORTOLA DR","CORBETT AV","BURNETT AV","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0",,,"Portola Dr","0.25433323","60",,"2,023","5","2011",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","NO","LINESTRING (-122.443347263 37.750082609, -122.443293586 37.749995773, -122.443436086 37.749420405, -122.443572858 37.749146583, -122.443716551 37.748999169, -122.443947126 37.748694571, -122.444114825 37.748359893, -122.444076747 37.74802861, -122.44401158 37.747785938, -122.444021196 37.747529068, -122.444165768 37.747245437, -122.444325537 37.747084441, -122.444553664 37.746974746, -122.444710837 37.746919947, -122.444847226 37.746945373)","0"
"7363","5458000","FELL ST","CLAYTON ST","COLE ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"W","0","2,020",,"Fell St","0.09114735",,"8",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.449143173 37.772578917, -122.450786708 37.772367664)","3"
"4157","5669000","FOLSOM ST","COLUMBIA SQUARE ST","RUSS ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,014","0","Folsom St","0.0222528","30",,"2,018","1","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.406436336 37.777856538, -122.40672447 37.777628934)","3"
"3059","5657000","FOLSOM ST","1ST ST","ECKER ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","0","0","Folsom St","0.06061248","30",,"2,020","12","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.394481274 37.787298215, -122.395266295 37.786678345)","3"
"812","137000","2ND ST","CLEMENTINA ST","FOLSOM ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04105845","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39723446 37.785963991, -122.396705177 37.78554213)","3"
"8001","5658000","FOLSOM ST","ECKER ST","ESSEX ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","0","0","Folsom St","0.02927676","23",,"2,020","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.395266295 37.786678345, -122.395645467 37.786378936)","3"
"5007","13063000","VALENCIA ST","SYCAMORE ST","18TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.06072296","45",,"2,025","5","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421662477 37.762578832, -122.421578401 37.761700909)","3"
"149","13057002","VALENCIA ST","ROSA PARKS LN","15TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","Valencia St","0.06456152","45",,"2,019","5","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.422134435 37.767472922, -122.422043812 37.766539577)","3"
"507","549202","13TH ST","BERNICE ST","ISIS ST","CLASS IV","2W","GREEN PAINT","PARKING",,"W",,"2,016","2","13th St","0.03828827","0","9",,,"2015",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.414820762 37.769560581, -122.414122034 37.769536889)","3"
"4482","13060000","VALENCIA ST","16TH ST","17TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.11188467","45",,"2,025","5","1974",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421886446 37.764917378, -122.421731521 37.763299768)","3"
"64","10568000","POLK ST","FRANK NORRIS ST","PINE ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03180695","25",,"2,019","5","2004",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.420401246 37.789165094, -122.420493443 37.789620438)","3"
"7686","12552101","THE EMBARCADERO","HOWARD ST","MISSION ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"S","0",,,"The Embarcadero","0.1196433",,,"2,020","11","2001",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.391086535 37.792445, -122.39249933 37.793768814)","3"
"11848","14218000","MACALLA RD","YERBA BUENA RD","I-80 W ON RAMP","CLASS IV","2W",,"CONCRETE",,"N",,,,"Macalla Rd","0.19772508",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.366739204 37.811148501, -122.366589583 37.811120864, -122.366413587 37.811106768, -122.366265694 37.811137907, -122.366063574 37.811214316, -122.365913848 37.811327686, -122.365853165 37.811408537, -122.365831901 37.811502515, -122.365781013 37.811627047, -122.365689058 37.811732366, -122.365531862 37.81181629, -122.365340303 37.81188572, -122.365159222 37.811944768, -122.364975181 37.811971514, -122.36484177 37.811961706, -122.364673323 37.81192521, -122.363873019 37.811745376, -122.363666188 37.811714424)","3"
"4854","289000","5TH ST","MARKET ST","STEVENSON ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.04515165","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.408066546 37.783991487, -122.407482812 37.783528918)","3"
"139","3692101","CARGO WAY","MENDELL ST","JENNINGS ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","Cargo Way","0.43025887","5",,,,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.376847336 37.740191968, -122.376998233 37.74020718, -122.381980326 37.743035228, -122.3830742 37.743775589, -122.38311822 37.743883336)","3"
"3643","404000","8TH ST","MARKET ST","STEVENSON ST","CLASS IV","1W",,"CONCRETE",,"S","0","0","0","8th St","0.04647904","23",,"2,018","6","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.414741222 37.77871943, -122.414143376 37.778240884)","3"
"4667","2156000","ALEMANY BLVD","PUTNAM ST","ALEMANY BLVD OFF RAMP","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","1","0","0","Alemany Blvd","0.07710978","45",,"2,021","1","2011",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.409783242 37.735466961, -122.409951162 37.735328553, -122.41074104 37.73485124, -122.410829501 37.734732915)","3"
"2145","805000","17TH ST","CHURCH ST","SANCHEZ ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"E","1","0","0","17th St","0.12180684","50",,"2,018","9",,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.42850875 37.762889866, -122.430726723 37.76275267)","3"
"397","549201","13TH ST","HARRISON ST","BERNICE ST","CLASS IV","2W","GREEN PAINT","PARKING",,"W",,"2,016","2","13th St","0.04043154","0","9",,,"2015",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.414122034 37.769536889, -122.413465872 37.769511944, -122.413385239 37.769502005)","3"
"2945","775000","17TH ST","CONNECTICUT ST","MISSOURI ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","2,017","3","17th St","0.05306843","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39677089 37.765130496, -122.397737383 37.765072208)","3"
"100","10564000","POLK ST","HEMLOCK ST","SUTTER ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03329359","25",,"2,019","5","2004",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.420019573 37.787280026, -122.420116074 37.787756653)","3"
"7691","2863000","BEALE ST","MARKET ST","MISSION ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"N","0",,,"Beale St","0.12185312",,"12",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.397383446 37.792405521, -122.395813422 37.791152808)","3"
"971","13058000","VALENCIA ST","15TH ST","SPARROW ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.05663969","45",,"2,025","5","1974",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.422043812 37.766539577, -122.421964312 37.765720755)","3"
"11209","2759000","BATTERY ST","MERCHANT ST","WASHINGTON ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"S",,,,"Battery St","0.02968402",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.400425891 37.795453497, -122.400498743 37.795880003)","3"
"3406","180000","3RD ST","TOWNSEND ST","KING ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","3rd St","0.07060172","5",,"2,024","3","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.392749787 37.778851717, -122.391840525 37.778125698)","3"
"7692","2863000","BEALE ST","MARKET ST","MISSION ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"S","0",,,"Beale St","0.12185312",,"12",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.397383446 37.792405521, -122.395813422 37.791152808)","3"
"3041","7530202","JOHN F KENNEDY DR","UNNAMED #133","KEZAR DR","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","0","0","John F Kennedy Dr","0.02189261","30",,"2,021","1","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.454932132 37.771071719, -122.455289746 37.770929661)","3"
"4127","181000","3RD ST","KING ST","BERRY ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","3rd St","0.05575069","5",,"2,024","3","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.391840525 37.778125698, -122.391121418 37.777553277)","3"
"725","8754101","MARKET ST","POLK ST","11TH ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,,"1","0","0","Market St","0.09230205","60",,"2,011","5","2004",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.417501462 37.776540894, -122.41868359 37.775586569)","3"
"1969","297000","5TH ST","TEHAMA ST","CLEMENTINA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.03710043","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.404403682 37.781076597, -122.403920882 37.78069905)","3"
"1361","4218000","CLIPPER ST","CLIPPER TERR","HIGH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Clipper St","0.05873053","50",,"2,020","2","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.442519009 37.748183216, -122.442584207 37.748079345, -122.443161821 37.747504352)","3"
"2046","789000","17TH ST","FLORIDA ST","ALABAMA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.05288974","40",,"2,018","5","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.41133018 37.764251587, -122.412293396 37.764193376)","3"
"246","9199000","MISSISSIPPI ST","7TH ST","17TH ST","CLASS IV","2W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"S","1","0","0","Mississippi St","0.09166733","36",,"2,025","4","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.395060545 37.766544577, -122.394935635 37.766389624, -122.39482876 37.7652476)","1"
"1724","8849000","MASONIC AVE","FULTON ST","GROVE ST","CLASS IV","2W","GREEN PAINT; GREEN-BACKED SHARROWS","CONCRETE",,"N","0","0","0","Masonic Ave","0.06498634","55",,"2,018","8","0",,"SEPARATED BIKEWAY","1","NO","YES","NO","NO","NO","YES","LINESTRING (-122.44647083 37.775801591, -122.446283674 37.774871103)","3"
"1185","783000","17TH ST","VERMONT ST","SAN BRUNO AVE","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","17th St","0.05306634","40",,"2,018","5","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.404496977 37.764664317, -122.40546342 37.764605969)","3"
"2510","366001","7TH ST","JESSIE ST","MISSION ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2,017","4","7th St","0.04247012","30",,"2,017","5","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.411484146 37.779647942, -122.410936574 37.779211685)","3"
"11218","2759000","BATTERY ST","MERCHANT ST","WASHINGTON ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"N",,,,"Battery St","0.02968402",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.400425891 37.795453497, -122.400498743 37.795880003)","3"
"4016","7053000","HOWARD ST","WASHBURN ST","DORE ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.01407792","40",,"2,018","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.413586546 37.774660227, -122.413768848 37.774516257)","3"
"120","12664000","TOWNSEND ST","5TH ST","6TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Townsend St","0.1719716","30",,"2,018","12","2010",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.397206309 37.775332244, -122.399433131 37.773573456)","3"
"7368","5454000","FELL ST","LYON ST","CENTRAL AVE","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"W","0","2,020",,"Fell St","0.09157773",,"8",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.44256485 37.773424225, -122.444216183 37.773212067)","3"
"3584","516000","11TH ST","HARRISON ST","BRYANT ST","CLASS IV","2W","GREEN PAINT","CONCRETE","Transit boarding island","S","1","0","0","11th St","0.11939111","25",,"2,016","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.412479936 37.770629854, -122.410931088 37.769411191)","3"
"818","380002","07TH ST","CHANNEL ST","HOOPER ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1",,,"7th St","0.03401025","23",,"2,020","8","1999",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","NO","LINESTRING (-122.398617492 37.769390865, -122.398179219 37.769041378)","3"
"12803","182000","3RD ST","BERRY ST","CHANNEL ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","Split a CNN for accuracy","N","0","0","0","3rd St","0.07627142","5",,"2,024","3","2010",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.391121418 37.777553277, -122.390953522 37.777418876, -122.390639284 37.777173064)","3"
"4106","784000","17TH ST","SAN BRUNO AVE","UTAH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","17th St","0.05302755","40",,"2,018","5","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40546342 37.764605969, -122.406429155 37.764547654)","3"
"8964","701000","16TH ST","DAGGETT ST","MISSOURI ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"W","0","21",,"16th St","0.1008608",,"1",,,"2021",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.395060545 37.766544577, -122.396897104 37.766429969)","1"
