"OBJECTID","ADDRESS","LOCATION","STREET","PLACEMENT","RACKS","SPACES","GLOBALID","INSTALL_YR","INSTALL_MO","LAT","LON","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district"
"14087","4999 Fulton Street",,"Fulton Street","SIDEWALK","2","4",,"2021","1",,,"POINT (-122.485155837 37.772533508)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"9337","858 STANYAN ST","PUMA store","STANYAN","SIDEWALK","1","2",,"2010","0","37.766538","-122.452659","POINT (-122.452658789 37.766538006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","8"
"14303","1020 valenia",,"valenia","SIDEWALK","1","2",,"2021","9",,,"POINT (-122.421094782 37.756554633)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21836","1621 Valencia St",,"Valencia","SIDEWALK","1","2",,"2024","4",,,"POINT (-122.420162583 37.747536818)","2024 Jan 26 11:52:54 AM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"13572","2699 jackson","Alta Plaza Park","jackson","SIDEWALK","2","4",,"2020","5",,,"POINT (-122.439325108 37.791872189)","2020 Jun 19 03:47:16 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"11157","674 SOUTH VAN NESS AVE","CrossFit Alinea","SOUTH VAN NESS","SIDEWALK","1","2",,"2015","1","37.762335","-122.417633","POINT (-122.417632995 37.762334905)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12142","735 MARKET ST","Golfsmith","MARKET","SIDEWALK","1","2",,"2004","0","37.786553","-122.404079","POINT (-122.404078795 37.786553001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11155","4501 Irving Street","YogaBeach SF","IRVING","SIDEWALK","1","2",,"2016","7","37.762215","-122.506086","POINT (-122.506086396 37.762215024)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"9150","468 CASTRO ST","A.G. Ferrari Foods","CASTRO","SIDEWALK","1","2",,"2004","0","37.761394","-122.435399","POINT (-122.435398793 37.761394007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Castro/Upper Market","8"
"10775","2108 CHESTNUT ST","Janie and Jack","CHESTNUT","SIDEWALK","1","2",,"2004","0","37.800794","-122.438245","POINT (-122.438244788 37.800794003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"21860","3460 20th Street","Alioto Park","20th Street","SIDEWALK","1","2",,"2024","4",,,"POINT (-122.418242958 37.758721278)","2024 Jan 26 11:52:54 AM","2024 Jun 17 10:17:16 AM","Mission","9"
"12452","499 GUERRERO ST","Hom's Grocery & Liquor","17TH","SIDEWALK","1","2",,"2000","0","37.763293","-122.423717","POINT (-122.423716794 37.763293004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12509","1293 16th Ave","Izakaya Sozai","16th Ave","SIDEWALK","1","2",,"2019","12","37.76398405","-122.47394315","POINT (-122.473943154 37.763984051)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Inner Sunset","7"
"14183","688 6th Avenue",,"6th Avenue","SIDEWALK","1","2",,"2021","4",,,"POINT (-122.399701753 37.77377608)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"14096","301 Precita Ave",,"Precita Ave","SIDEWALK","2","4",,"2021","1",,,"POINT (-122.413399954 37.74676535)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"8825","3458 Mission Street","Universal Panaderia Bakery","Mission Street","SIDEWALK","1","2",,"2018","4","0","0","POINT (-122.4229552 37.741390361)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"12197","5507 MISSION ST","Fresh Cuts Barber","MISSION","SIDEWALK","1","2",,"2003","0","37.712435","-122.444596","POINT (-122.444595797 37.712435011)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Excelsior","11"
"9377","SLOAT BLVD & WEST PORTAL AVE","Muni 23 WB Stop, Traffic Island","SLOAT; WEST PORTAL","SIDEWALK","1","2",,"2015","6","37.734805","-122.472207","POINT (-122.47220739 37.734804611)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"9535","4166 24TH ST","Swatdee Thai Cuisine","24TH","SIDEWALK","1","2",,"2002","0","37.751446","-122.435564","POINT (-122.435563793 37.751446007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Noe Valley","8"
"14443","3737 Rivera",,"Rivera","SIDEWALK","1","2",,"2021","10",,,"POINT (-122.506398631 37.74544556)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"20395","1150 Francisco St",,"Francisco St","SIDEWALK","4","8",,"2022","12",,,"POINT (-122.424111933 37.803315521)","2023 Feb 03 03:09:04 PM","2024 Jun 17 10:17:16 AM","Russian Hill","2"
"20808","1825 Mission","0","Mission Street","SIDEWALK","2","4",,"2023","11",,,"POINT (-122.419862765 37.767901158)","2023 Nov 13 03:31:03 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21314","199 Grant Ave","Cartier","Grant Ave","SIDEWALK","5","10",,"2023","10",,,"POINT (-122.405281089 37.788634913)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"10854","65 09TH ST","UNKNOWN","09TH","SIDEWALK","1","2",,"2002","0","37.776765","-122.414935","POINT (-122.414934794 37.776765004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"8658","50 Hickory Street","Tacos Cala","Hickory Street","SIDEWALK","1","2",,"2018","4","0","0","POINT (-122.420337267 37.77575832)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","6"
"10083","1701 POWELL ST","Sushi Hunter","POWELL","SIDEWALK","1","2",,"2003","0","37.80038","-122.411158","POINT (-122.411157791 37.800380001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"13598","85 2nd",,"2nd","SIDEWALK","9","18",,"2020","5",,,"POINT (-122.460420497 37.786947393)","2020 Jun 19 03:47:16 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"8566","3001 Steiner Street","City Cycle","Steiner Street","SIDEWALK","1","2",,"2018","4","0","0","POINT (-122.437418231 37.796999749)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"11302","665 VALENCIA ST","Mau Restaurant","VALENCIA","SIDEWALK","1","2",,"2013","5","37.762225","-122.421334","POINT (-122.421333795 37.762225005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9254","436 Balboa","Cinderella Bakery","BALBOA","SIDEWALK","1","2",,"2016","10","37.777333","-122.463347","POINT (-122.463347174 37.777333287)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"21601","Pier 28","HiDive","The Embarcadero","SIDEWALK","4","8",,"2023","9","37.787452","-122.387479","POINT (-122.387471 37.787624)","2023 Nov 13 04:04:39 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"20343","3251 Scott",,"Scott","SIDEWALK","1","2",,"2022","6",,,"POINT (-122.441072112 37.79972654)","2023 Feb 03 03:09:17 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"11147","2368 03RD ST","Poquito","03RD","SIDEWALK","1","2",,"2015","6","37.759585","-122.388722","POINT (-122.388722199 37.759585203)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Potrero Hill","10"
"10060","227 FELL ST","Mixed Nuts","FELL","SIDEWALK","1","2",,"2015","1","37.776088","-122.421622","POINT (-122.421621894 37.776087504)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"11144","764 HARRISON ST","Epicenter Cafe","HARRISON","SIDEWALK","2","4",,"2013","1","37.781645","-122.399104","POINT (-122.399103795 37.781645002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"14203","598 France Avenue","D's Corner Store","France Avenue","SIDEWALK","2","4",,"2021","4",,,"POINT (-122.433640604 37.717775074)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Excelsior","11"
"11568","177 VALENCIA ST","Chase Bank","VALENCIA","SIDEWALK","2","4",,"2010","0","37.770266","-122.42215","POINT (-122.422149794 37.770266004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"14320","4401 Cabrillo",,"Cabrillo","SIDEWALK","2","4",,"2021","11",,,"POINT (-122.505872629 37.77345877)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"11765","180 TOWNSEND ST","Say Media","TOWNSEND","SIDEWALK","1","2",,"2000","0","37.779364","-122.392593","POINT (-122.392592797 37.779364002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"20461","1250 Waller Street",,"Waller Street","SIDEWALK","3","6",,"2023","1",,,"POINT (-122.444298806 37.769397011)","2023 Feb 03 03:21:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"11593","1400 GUERRERO ST","26th and Guerrero Market","GUERRERO; 26TH","SIDEWALK","1","2",,"2015","7","37.748628","-122.422826","POINT (-122.422825797 37.748627606)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","8"
"12555","901 Alabama","Boys and Girls Club of SF - Mission CH","Alabama","SIDEWALK","2","4",,"2019","12","37.75732579","-122.41139885","POINT (-122.411398849 37.75732579)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"14298","936 Irving",,"Irving","SIDEWALK","2","4",,"2021","9",,,"POINT (-122.467804421 37.763979643)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Inner Sunset","7"
"21773","4201 Geary","Cafe Coco","Geary","SIDEWALK","1","2",,"2024","2",,,"POINT (-122.464494976 37.780701014)","2024 Jan 05 02:18:59 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"9613","235 Eddy St","Tenderloin Housing Clinic","EDDY","SIDEWALK","2","4",,"2016","7","37.783999","-122.411523","POINT (-122.411523314 37.783998988)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"14204","777 Florida",,"Florida","SIDEWALK","1","2",,"2021","4",,,"POINT (-122.410877533 37.759454069)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11965","1189 POTRERO","Walgreens","24TH","SIDEWALK","1","2",,"0","0","37.753319","-122.406041","POINT (-122.406040798 37.753319005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","10"
"21228","3970 17th St","Niji Sushi & Bar","17th St","SIDEWALK","1","2",,"2023","2",,,"POINT (-122.434435168 37.762593555)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Castro/Upper Market","8"
"20391","1399 39th Avenue","Charlie's Market","39th Avenue","SIDEWALK","4","8",,"2022","12",,,"POINT (-122.498447942 37.760941569)","2023 Feb 03 03:09:02 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"10892","305 GRANT AVE","Au Top Coiffure","GRANT","SIDEWALK","1","2",,"2015","1","37.789784","-122.405649","POINT (-122.405649094 37.789784102)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"21292","4625 Geary Boulevard","First Korean Market","Geary Boulevard","SIDEWALK","2","4",,"2023","10",,,"POINT (-122.468946844 37.780696694)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"11294","25 POINT LOBOS AVE","Walgreens","POINT LOBOS","SIDEWALK","2","4",,"2011","6","37.779424","-122.503552","POINT (-122.503551781 37.77942401)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"11005","3080 16TH ST","Forest Books","16TH","SIDEWALK","1","2",,"2003","0","37.765171","-122.421583","POINT (-122.421582794 37.765171005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9659","3440 Geary Blvd","Panchos Salsa Bar and Grill","GEARY","SIDEWALK","2","4",,"2017","5","37.781525","-122.456191","POINT (-122.456191091 37.78152537)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Presidio Heights","2"
"10333","3318 24TH ST","Cafe La Boheme","24TH","SIDEWALK","1","2",,"2002","0","37.752394","-122.418791","POINT (-122.418790796 37.752394006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"8608","5300 Mission St","Los Amigos","Mission St","SIDEWALK","1","2",,"2017","9","0","0","POINT (-122.44295871 37.714629861)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Mission","11"
"14150","640 Post",,"Post","SIDEWALK","1","2",,"2021","3",,,"POINT (-122.412439029 37.78778671)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"9130","188 SPEAR ST","Dr. Berd DDS","SPEAR","SIDEWALK","1","2",,"2015","12","37.791417","-122.392779","POINT (-122.392779285 37.791416993)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11604","2150 Irving St","iTea","IRVING","SIDEWALK","1","2",,"2017","7","37.763465","-122.480888","POINT (-122.480887953 37.763464794)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"9628","512 VAN NESS AVE","Corinthian Court Apartments","VAN NESS","SIDEWALK","2","4",,"2010","9","37.7804","-122.419892","POINT (-122.419891792 37.780400003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"9711","3950 BALBOA ST","Irma's Richmond Market","BALBOA","SIDEWALK","1","2",,"2011","6","37.775765","-122.50144","POINT (-122.501439781 37.77576501)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"9202","2400 HARRISON ST","American Grilled Cheese Kitchen","20TH","SIDEWALK","1","2",,"2004","0","37.758889","-122.412733","POINT (-122.412732796 37.758889004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11451","401 CLEMENT ST","Toy Boat Dessert Cafe","CLEMENT","SIDEWALK","1","2",,"2006","0","37.782737","-122.463499","POINT (-122.463498787 37.782737006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"14236","954 Hampshire Street",,"Hampshire Street","SIDEWALK","1","2",,"2021","5",,,"POINT (-122.407682284 37.756841052)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"8695","125 03rd Street","St Regis Hotel","03rd Street","SIDEWALK","1","2",,"2017","10","0","0","POINT (-122.401455661 37.786031879)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"12334","1767 WALLER ST","Hand Printed Custom Shirts","WALLER","SIDEWALK","1","2",,"2010","12","37.768194","-122.452655","POINT (-122.452654789 37.768194007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","8"
"12437","1362 STOCKTON ST","Fancy Wheat Field Bakery","STOCKTON","SIDEWALK","1","2",,"0","0","37.798427","-122.408408","POINT (-122.408407792 37.798427001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"12595","301 Hayes Street","The Grove","Hayes Street","SIDEWALK","2","4",,"2019","12","37.77706209","-122.42149358","POINT (-122.421493578 37.777062092)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"11609","593 GUERRERO ST","18 Reasons","GUERRERO","SIDEWALK","1","2",,"2004","0","37.761763","-122.423602","POINT (-122.423601795 37.761763005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10598","429 CASTRO ST","Castro Theatre","CASTRO","SIDEWALK","1","2",,"2003","0","37.762008","-122.434683","POINT (-122.434682792 37.762008006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Castro/Upper Market","8"
"9742","4910 03rd Street","Metro PCS","03RD","SIDEWALK","1","2",,"2017","2","37.733883","-122.391174","POINT (-122.391174427 37.733882721)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"12040","803 CORTLAND AVE","Blue Elephant Thai Cuisine","CORTLAND","SIDEWALK","1","2",,"2002","0","37.739075","-122.414448","POINT (-122.414447799 37.739075006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"11497","1521 Ocean Ave","A & N Liquor","OCEAN","SIDEWALK","1","2",,"2017","5","37.724271","-122.458443","POINT (-122.458443358 37.72427127)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Oceanview/Merced/Ingleside","11"
"21322","1326 19th Ave","SFUSD Jefferson ES","19th Ave","SIDEWALK","2","4",,"2023","10",,,"POINT (-122.477087646 37.763038427)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"13539","1105 Bush","Amel’s Daycare","Bush","SIDEWALK","1","2",,"2020","5",,,"POINT (-122.415618635 37.789296747)","2020 Jun 19 03:47:15 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"20454","1105 Bush Street",,"Bush Street","SIDEWALK","1","2",,"2023","1",,,"POINT (-122.415618635 37.789296747)","2023 Feb 03 03:21:27 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"11101","191 08TH ST","Harvest Urban Market","08TH","SIDEWALK","1","2",,"2015","10","37.776467","-122.411792","POINT (-122.411791936 37.776466673)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"20258","1900 37th ave","Sunset Mercantile","37th ave","SIDEWALK","2","4",,"2022","2",,,"POINT (-122.495627603 37.751339893)","2023 Feb 03 03:10:40 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"11047","3801 24th St","Happy Donuts","24TH","SIDEWALK","1","2",,"2016","10","37.751634","-122.427464","POINT (-122.427464181 37.751634261)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Noe Valley","8"
"8842","356 Kearny Street","Ramen Underground","Kearny Street","SIDEWALK","1","2",,"2018","4","0","0","POINT (-122.403959071 37.79151666)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"11572","185 ARKANSAS ST","Alison Events","ARKANSAS","SIDEWALK","1","2",,"2015","8","37.763951","-122.398514","POINT (-122.398514381 37.763950948)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Potrero Hill","10"
"9043","227 Balboa","Peter's Place Nursery","BALBOA","SIDEWALK","1","2",,"2016","10","37.777298","-122.461091","POINT (-122.46109089 37.777298221)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"12252","191 2nd st","Zipcar","02ND","SIDEWALK","1","2",,"2016","8","37.786934","-122.398329","POINT (-122.398329445 37.786934023)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"9737","55 TAYLOR ST","Center for New Music Sanfrancisco, Inc.","TAYLOR","SIDEWALK","2","4",,"2015","1","37.782855","-122.410957","POINT (-122.410956794 37.782855003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"10528","321 DIVISADERO ST","Yoga Loft","DIVISADERO","SIDEWALK","1","2",,"2004","0","37.772553","-122.437668","POINT (-122.43766779 37.772553005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"12331","2043 FILLMORE ST","La Boulange Cafe & Bakery","FILLMORE","SIDEWALK","1","2",,"2002","0","37.788461","-122.433995","POINT (-122.433994789 37.788461004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"13846","4055 Irving St.","Palm City","Irving St.","SIDEWALK","3","6",,"2020","10",,,"POINT (-122.501296195 37.762503894)","2020 Dec 31 12:11:27 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"11712","101 SPEAR ST","Rincon Center","MISSION","SIDEWALK","1","2",,"2003","0","37.792765","-122.393577","POINT (-122.393576795 37.792765001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"21821","5455 Geary","Wells Fargo","Geary","SIDEWALK","1","2",,"2024","2",,,"POINT (-122.47805698 37.780090979)","2024 Jan 05 02:18:59 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"8735","1949 Mcallister Street","Apartment/Residential","Mcallister Street","SIDEWALK","1","2",,"2018","8","0","0","POINT (-122.444044228 37.77678568)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Lone Mountain/USF","2"
"14128","1816 Haight Street",,"Haight Street","SIDEWALK","2","4",,"2021","2",,,"POINT (-122.452252763 37.769337579)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"12632","222 2nd Street",,"2nd Street","SIDEWALK","2","4",,"2019","12","37.78637684","-122.39776709","POINT (-122.39776709 37.786376835)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11687","2636 Ocean Ave","Fitness2Function","OCEAN","SIDEWALK","1","2",,"2016","12","37.732006","-122.473776","POINT (-122.473775947 37.732005533)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"8986","1944 Irving Street","Town & Country Beauty","Irving Street","SIDEWALK","1","2",,"2017","7","0","0","POINT (-122.478950183 37.763572979)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"11941","2390 MISSION ST","Bikram Yoga","MISSION","SIDEWALK","1","2",,"2015","8","37.758798","-122.419155","POINT (-122.419155215 37.758798437)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10479","3100 16TH ST","Val 16 Market","16TH","SIDEWALK","2","4",,"2004","0","37.765134","-122.42222","POINT (-122.422219694 37.765134445)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12134","1824 Irving St","Taco Shop","IRVING","SIDEWALK","2","4",,"2017","7","37.763616","-122.477443","POINT (-122.47744345 37.763616412)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"9804","None","Lincoln Park playground","CLEMENT","SIDEWALK","1","2",,"2011","6","37.782095","-122.493587","POINT (-122.493586782 37.782095009)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Lincoln Park","1"
"8817","200 Duboce Avenue","KFC","Duboce Avenue","SIDEWALK","1","2",,"2018","2","0","0","POINT (-122.424831702 37.769953759)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","8"
"9787","399 04TH ST","Whole Foods","04TH; HARRISON","ROADWAY","6","12",,"2015","11","37.781053","-122.399822","POINT (-122.399821573 37.781052897)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"8650","1437 Haight Street","Trax","Haight Street","SIDEWALK","1","2",,"2018","8","0","0","POINT (-122.446071998 37.769830051)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"14372","1835 Franklin St","Mr William P Bailey","Franklin St","SIDEWALK","2","4",,"2021","12",,,"POINT (-122.424221738 37.791430825)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"11785","3980 24TH ST","Green 11","24TH","SIDEWALK","1","2",,"0","0","37.751693","-122.431431","POINT (-122.431430794 37.751692596)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Noe Valley","8"
"11370","290 08TH ST","Lutheran Social Services of Northern CA","08TH","SIDEWALK","2","4",,"2011","3","37.77507","-122.410552","POINT (-122.410551795 37.775070003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"12695","3202 Folsom street","Charlie’s Cafe’","Folsom street","SIDEWALK","1","2",,"2019","12","37.74708353","-122.41357311","POINT (-122.413573109 37.747083528)","2020 Jan 31 02:21:36 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"21425","411 12th Ave","vacant","12th Ave","SIDEWALK","1","2",,"2024","2",,,,"2024 Jan 05 02:11:47 PM","2024 Jun 17 10:17:16 AM",,
"9479","3140 BALBOA ST","Century Kitchen Cabinets","BALBOA","SIDEWALK","1","2",,"2002","0","37.776163","-122.492773","POINT (-122.492772783 37.776163009)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"13460","1150 Ocean Avenue",,"Ocean Avenue","SIDEWALK","5","10",,"2020","2",,,"POINT (-122.45461857 37.72377127)","2020 Jun 19 01:18:28 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"9211","1660 PACIFIC AVE","TRX Training Centers","PACIFIC","SIDEWALK","1","2",,"2012","7","37.795152","-122.422556","POINT (-122.422555891 37.795151803)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Russian Hill","3"
"9033","2494 SAN BRUNO AVE","Walgreens","SAN BRUNO","SIDEWALK","1","2",,"2015","6","37.73012","-122.40495","POINT (-122.4049499 37.730119506)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Portola","9"
"13900","1881 Geary","Jane the Bakery","Geary","SIDEWALK","3","6",,"2020","11",,,"POINT (-122.434370656 37.784345417)","2020 Dec 31 12:13:42 PM","2024 Jun 17 10:17:16 AM","Japantown","5"
"10746","1767 CHURCH ST","Curator SF","CHURCH","SIDEWALK","2","4",,"2015","1","37.742614","-122.4264","POINT (-122.426399696 37.742614106)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Noe Valley","8"
"12335","1597 HAIGHT ST","UNKNOWN","HAIGHT","SIDEWALK","1","2",,"2004","0","37.769631","-122.448315","POINT (-122.448314789 37.769631006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"13581","2246 Lombard St","Barry's Bootcamp","Lombard St","SIDEWALK","2","4",,"2020","5",,,"POINT (-122.438488432 37.799605127)","2020 Jun 19 03:47:16 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"12299","261 COLUMBUS AVE","City Lights Bookstore","COLUMBUS","SIDEWALK","2","4",,"2010","0","37.797596","-122.406566","POINT (-122.406565794 37.797596001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"9191","144 02ND ST","UNKNOWN","02ND","SIDEWALK","1","2",,"2003","0","37.787204","-122.399198","POINT (-122.399197795 37.787204001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"20364","609 cole street",,"cole street","SIDEWALK","1","2",,"2022","6",,,"POINT (-122.450689285 37.76937046)","2023 Feb 03 03:11:15 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
